pid,seq_no,trial_id,seq,uid,block,pos,multi,realized,win,earn,side,stake,screen_ms,btn_order
s3l5cnfu,20,38,OHHOHO,61be501e-7550-4764-8452-5cdfa8a2ac82,2,4,1.9,O,1,149.4,O,26,2752,HO
y2byltnd,20,4,HHHHOO,fe1a0352-a42c-431e-a6ba-0819c0f2a1d9,2,4,2.5,O,0,95,H,5,5123,HO
4bwhtil0,21,43,OHOHOH,23fe408a-1ac7-4955-992b-78ab2cbbc6ca,2,5,2.5,O,0,85,H,15,5180,HO
98r4dh1u,21,4,HHHHOO,1513aeaa-cb28-445a-9d57-109293d0a151,2,5,2.5,H,1,215,H,46,9134,HO
gih6nd5f,21,8,HHHOOO,d331b2d6-1d22-478e-a25d-2a32c5c1e3ba,2,5,1.9,H,0,54,O,46,7053,OH
iiw1neqh,21,4,HHHHOO,787f666f-c542-4b9c-a214-b7e27e9fb712,2,5,1.9,O,0,0,H,100,5810,HO
kuln1ae8,21,56,OOHOOO,54d3abac-af00-43c2-86fc-f35b210e2c78,2,5,2.5,H,1,275,H,70,17056,OH
l03efj31,21,46,OHOOHO,fbae9ebb-8c5e-49cd-9966-a23de29bf162,2,5,2.5,H,1,150,H,20,6153,OH
l7mooatv,21,56,OOHOOO,cef33db6-2027-4a0f-924a-268bec37dde2,2,5,2.5,H,1,116.5,H,11,2569,HO
oyd53vb3,21,4,HHHHOO,3a438aee-d898-42d2-af02-c2bab2aa862c,2,5,2.5,O,0,41,H,59,4620,HO
s3l5cnfu,21,19,HOHHOH,f83a1606-e95b-4701-b1bf-4fff8ae8e080,2,5,1.9,H,1,149.4,H,26,2883,HO
y2byltnd,21,43,OHOHOH,bf0566ea-a1ac-4e6e-8f16-2496b37b63c2,2,5,2.5,H,0,94,O,6,7760,OH
4bwhtil0,22,2,HHHHHO,f125d854-321a-4347-86bc-fc27b4182a55,2,6,2.5,O,1,124,O,16,6109,HO
98r4dh1u,22,32,HOOOOO,04f4f7fb-5e8d-4ca0-a977-f553b17f6113,2,6,2.5,H,1,202.5,H,41,4789,OH
gih6nd5f,22,42,OHOHHO,37dbf3b1-488b-4812-b279-cefc25485311,2,6,1.9,H,1,148.6,H,54,11423,HO
iiw1neqh,22,27,HOOHOH,59ca8b28-f10b-42af-8961-0fee517ea6df,2,6,1.9,H,0,100,NB,0,5467,HO
kuln1ae8,22,37,OHHOHH,c8e76290-871d-4efa-8f13-3555ffcd4be6,2,6,2.5,H,1,237.5,H,55,14946,OH
l03efj31,22,37,OHHOHH,b035c1f2-448a-4746-b68e-3947fc8afdea,2,6,2.5,O,1,175,O,30,8088,OH
l7mooatv,22,58,OOOHHO,c1bbdd83-5f13-4969-9219-b02b44891ee3,2,6,2.5,H,1,115,H,10,2953,OH
oyd53vb3,22,39,OHHOOH,af8ebe7d-0f99-41a3-b133-965cace0e38c,2,6,2.5,O,1,212.5,O,45,31461,OH
s3l5cnfu,22,49,OOHHHH,ba13f2a4-d493-4e24-9ef5-100f439e7183,2,6,1.9,O,0,63,H,37,2450,HO
y2byltnd,22,13,HHOOHH,ac011598-e361-41a4-bdb2-a788376a919f,2,6,2.5,O,0,91,H,9,10722,OH
4bwhtil0,23,24,HOHOOO,5382afce-e415-4326-9b8d-2d91cb801c02,2,7,2.5,O,0,86,H,14,7030,OH
98r4dh1u,23,12,HHOHOO,2724ef95-6a6f-4c25-9b87-1f2d764612be,2,7,2.5,H,1,135,H,14,11770,HO
gih6nd5f,23,5,HHHOHH,6d548129-daf8-41ab-b335-5f2dc314ace2,2,7,1.9,H,1,146.8,H,52,11898,HO
iiw1neqh,23,49,OOHHHH,6bda261e-7a47-4045-8fe4-a8f579002f8d,2,7,1.9,O,1,271,O,90,7434,HO
kuln1ae8,23,60,OOOHOO,49b812a0-ee70-4777-b3d1-bf74396e1db9,2,7,2.5,H,1,275,H,70,11884,HO
l03efj31,23,30,HOOOHO,139d1a38-44af-4acb-bd57-2b6a4219e1d5,2,7,2.5,H,0,70,O,30,6460,OH
l7mooatv,23,44,OHOHOO,1796df44-0200-492b-ba1d-1afebbb23430,2,7,2.5,H,0,88,O,12,2529,OH
oyd53vb3,23,26,HOOHHO,67ddfc9b-9e72-4a5d-9a93-76295b72e211,2,7,2.5,O,1,212.5,O,45,14878,OH
s3l5cnfu,23,12,HHOHOO,760de0ed-8ac6-4180-9c97-4302fee5feee,2,7,1.9,O,1,119,O,10,3976,HO
y2byltnd,23,12,HHOHOO,14101d76-e39e-4bd0-9e47-2adf8291e8fb,2,7,2.5,O,0,100,NB,0,11644,HO
4bwhtil0,24,13,HHOOHH,6b69c5d6-462a-4c72-a12d-373c68e755b7,2,8,2.5,H,1,125.5,H,17,9717,OH
98r4dh1u,24,50,OOHHHO,95ce3382-1814-49d5-a4f9-82fdfc9aa96c,2,8,2.5,H,0,75,O,25,5611,OH
gih6nd5f,24,48,OHOOOO,475901a3-eb90-40f2-9b50-4efe145adb28,2,8,1.9,O,1,140.5,O,45,2457,OH
iiw1neqh,24,50,OOHHHO,002fe4c7-24fb-43bc-9249-75a3fb19a8d9,2,8,1.9,O,1,196.9,O,51,6571,OH
kuln1ae8,24,62,OOOOHO,759d89f1-9c25-4902-9596-ef0dd047edc4,2,8,2.5,H,1,262.5,H,65,12654,HO
l03efj31,24,63,OOOOOH,b481fb07-4236-4d6e-a096-c96f35f2eb94,2,8,2.5,H,0,50,O,50,13526,HO
l7mooatv,24,17,HOHHHH,d3bfb0fb-012e-4157-a95d-89aadd23c349,2,8,2.5,H,1,116.5,H,11,2346,HO
oyd53vb3,24,41,OHOHHH,0dfad1af-cf7d-4195-8954-159663b1bf1c,2,8,2.5,H,0,100,NB,0,8307,HO
s3l5cnfu,24,37,OHHOHH,3b389675-5386-4009-9be5-a22127ddcc54,2,8,1.9,H,1,143.7,H,23,4935,OH
y2byltnd,24,21,HOHOHH,790e0690-e623-449e-a894-c2317696d33c,2,8,2.5,O,1,110.5,O,7,9993,OH
4bwhtil0,25,53,OOHOHH,63a26ea0-4c48-4998-a867-dd3212ea2ccb,2,9,2.5,H,0,100,NB,0,4517,OH
98r4dh1u,25,39,OHHOOH,a8a33f17-071c-441b-94b5-70fd65d79492,2,9,2.5,O,0,71,H,29,6186,HO
gih6nd5f,25,25,HOOHHH,c8b0ef40-1059-4675-82d3-9934ac709c66,2,9,1.9,O,1,139.6,O,44,5253,OH
iiw1neqh,25,46,OHOOHO,ee0336a9-3881-4630-833d-4b97e9445a1e,2,9,1.9,H,0,0,O,100,10488,OH
kuln1ae8,25,5,HHHOHH,e9d7aae6-b2cc-4f17-a0e7-4273b199de2e,2,9,2.5,H,0,50,O,50,11839,OH
l03efj31,25,64,OOOOOO,3fd428ad-040c-46d8-9099-a7439047ba6a,2,9,2.5,H,0,50,O,50,9603,OH
l7mooatv,25,16,HHOOOO,ebfb19e1-631d-460f-835b-b2ca97e02b39,2,9,2.5,H,0,89,O,11,3857,OH
oyd53vb3,25,20,HOHHOO,d69df405-d76f-41fe-9392-7c0aa7f2ac1c,2,9,2.5,H,1,250,H,60,12751,HO
s3l5cnfu,25,39,OHHOOH,8fb8adae-6782-4b92-9443-067ab10ac800,2,9,1.9,H,1,153.2,H,28,3397,OH
y2byltnd,25,26,HOOHHO,8c3fc69f-0aec-4c7d-a387-125fbe8f9f62,2,9,2.5,O,0,95,H,5,8287,HO
4bwhtil0,26,59,OOOHOH,3fffa14c-fa80-4bb5-a3d4-000ed4b01ebd,2,10,2.5,O,1,125.5,O,17,5684,OH
98r4dh1u,26,7,HHHOOH,3a9b717f-14eb-4078-80fa-bcb862982e75,2,10,2.5,H,1,190,H,36,6312,HO
gih6nd5f,26,24,HOHOOO,7f208cf2-b8ce-4999-b304-8117420119bc,2,10,1.9,O,0,48,H,52,3679,HO
iiw1neqh,26,6,HHHOHO,ec2f28d3-5c9d-4e94-bcb8-5088ee2ac3e1,2,10,1.9,H,1,193.1,H,49,6635,HO
kuln1ae8,26,53,OOHOHH,9675746b-3863-47db-8752-817e1a2eec69,2,10,2.5,O,0,60,H,40,14246,OH
l03efj31,26,60,OOOHOO,c8f5c43c-c01c-4bbf-911b-7d070e008b21,2,10,2.5,O,0,70,H,30,4966,OH
l7mooatv,26,6,HHHOHO,f640c092-3813-49b5-9b5d-0297bc15ffa4,2,10,2.5,O,1,109,O,6,4208,OH
oyd53vb3,26,23,HOHOOH,0854ddba-62d9-4129-b749-06c9e6091014,2,10,2.5,O,0,33,H,67,19983,HO
s3l5cnfu,26,21,HOHOHH,db61ec28-617a-4b34-a2ec-6b0a35337f59,2,10,1.9,H,1,157,H,30,2547,OH
y2byltnd,26,51,OOHHOH,188b4a5b-d950-4a64-a7f4-0b36c7a204e8,2,10,2.5,O,0,100,NB,0,3267,HO
4bwhtil0,27,50,OOHHHO,ae18c070-ea59-4094-be1c-6cb68473fc33,2,11,2.5,O,1,121,O,14,5763,OH
98r4dh1u,27,38,OHHOHO,06d7b794-ba8e-4d74-9596-c293711cbb70,2,11,2.5,H,1,142.5,H,17,9097,OH
gih6nd5f,27,9,HHOHHH,512defaa-c9c3-475e-b58c-52489c143fd8,2,11,1.9,H,1,143.2,H,48,2868,OH
iiw1neqh,27,62,OOOOHO,7c244df7-945d-4b66-ae8a-d98363230784,2,11,1.9,H,1,195,H,50,6038,HO
kuln1ae8,27,63,OOOOOH,bf2f5ef7-5d37-4803-855b-ac4e67c623a2,2,11,2.5,O,0,20,H,80,11499,HO
l03efj31,27,49,OOHHHH,b1f368fb-3e73-4edc-9f1b-d34ff24a8a36,2,11,2.5,H,0,80,O,20,5486,HO
l7mooatv,27,13,HHOOHH,90340dba-e36b-4365-b678-7280666bd717,2,11,2.5,H,1,112,H,8,5129,OH
oyd53vb3,27,5,HHHOHH,756681f3-d684-463a-9014-f53ee6cde0e6,2,11,2.5,H,0,32,O,68,6469,OH
s3l5cnfu,27,25,HOOHHH,8a32bad4-4a85-495a-b0fa-7550d7a40c83,2,11,1.9,H,1,170.3,H,37,2880,OH
y2byltnd,27,41,OHOHHH,eacfc5b8-c07e-4894-b47c-36da52f7bb34,2,11,2.5,H,0,94,O,6,7161,HO
4bwhtil0,28,9,HHOHHH,25b58821-d792-4638-a71a-2abe485f4b3e,2,12,2.5,O,1,127,O,18,7867,HO
98r4dh1u,28,60,OOOHOO,e5bcc02f-1e50-4411-b428-432037d78ea6,2,12,2.5,O,1,217.5,O,47,5926,HO
gih6nd5f,28,4,HHHHOO,2e5ce727-961f-4402-a85c-63f30cedd3e9,2,12,1.9,O,0,52,H,48,3553,HO
iiw1neqh,28,25,HOOHHH,1867f8d1-978b-43e6-9ee8-c947db10fd29,2,12,1.9,H,0,20,O,80,8117,OH
kuln1ae8,28,19,HOHHOH,9e26719e-f85d-4161-acd9-5f7fd4f0ff85,2,12,2.5,O,0,40,H,60,16260,HO
l03efj31,28,1,HHHHHH,20cc415a-4c0e-4355-99b9-2560fcb86b90,2,12,2.5,O,1,200,O,40,7041,OH
l7mooatv,28,46,OHOOHO,4f850086-4080-477c-93b1-7d53333ac747,2,12,2.5,H,1,124,H,16,4897,HO
oyd53vb3,28,38,OHHOHO,6d5cfd0d-c502-40d3-9d98-0d0cff84f8d8,2,12,2.5,H,1,325,H,90,9767,HO
s3l5cnfu,28,31,HOOOOH,e259a478-6a76-4739-85fa-ef9fb63cfd96,2,12,1.9,H,1,139.9,H,21,2709,OH
y2byltnd,28,62,OOOOHO,8f13bf9f-db09-4e5d-b9bc-334d27f6f712,2,12,2.5,O,0,90,H,10,8502,OH
4bwhtil0,29,63,OOOOOH,e8faf761-ec57-4e61-a6ea-82d43851de05,2,13,2.5,O,0,84,H,16,10331,HO
98r4dh1u,29,8,HHHOOO,ea20d42c-ae9c-4097-acd9-579e6bd3937f,2,13,2.5,O,0,78,H,22,7859,HO
gih6nd5f,29,21,HOHOHH,13cb8b0f-9a4d-4564-ae72-4952c898bd39,2,13,1.9,H,1,143.2,H,48,3873,OH
